datetime,temp,pressure,humidity,wind_direction,wind_speed,u,v,pressure_24h
2024-01-26 06:00:00,22.2,1017.3,76.0,30.0,4.0,-2.0000000000000018,-3.4641016151377535,1016.7500000000001
2024-01-26 09:00:00,25.6,1015.8,65.0,210.0,4.0,2.0000000000000004,3.4641016151377544,1016.6125000000001
2024-01-26 12:00:00,26.4,1014.2,53.0,180.0,5.0,3.061616997868383e-16,5.0,1016.4916666666668
2024-01-26 15:00:00,23.0,1015.2,79.0,0.0,0.0,-0.0,-0.0,1016.3958333333334
2024-01-26 18:00:00,21.5,1016.0,79.0,60.0,3.0,-2.598076211353316,-1.5000000000000004,1016.2833333333333
2024-01-26 21:00:00,20.800001,1016.2,82.0,360.0,3.0,1.8369701987210297e-16,-3.0,1016.2208333333333
2024-01-27 00:00:00,20.5,1015.9,84.0,360.0,3.0,1.8369701987210297e-16,-3.0,1016.1458333333334
2024-01-27 03:00:00,20.4,1016.3,83.0,360.0,2.0,1.2246467991473532e-16,-2.0,1016.0708333333333
2024-01-27 06:00:00,24.300001,1017.6,69.0,170.0,3.0,-0.5209445330007909,2.954423259036624,1015.9958333333333
2024-01-27 09:00:00,26.800001,1015.5,54.0,230.0,5.0,3.83022221559489,3.2139380484326963,1015.9583333333334
2024-01-27 12:00:00,25.4,1014.4,64.0,250.0,6.0,5.638155724715451,2.0521208599540124,1015.9250000000001
2024-01-27 15:00:00,24.0,1015.2,71.0,240.0,3.0,2.598076211353316,1.4999999999999998,1015.8874999999999
2024-01-27 18:00:00,23.300001,1015.9,73.0,210.0,2.0,1.0000000000000002,1.7320508075688772,1015.8499999999999
2024-01-27 21:00:00,23.2,1015.1,76.0,230.0,2.0,1.532088886237956,1.2855752193730785,1015.8000000000001
2024-01-28 00:00:00,21.9,1014.4,78.0,360.0,2.0,1.2246467991473532e-16,-2.0,1015.7249999999999
2024-01-28 03:00:00,20.1,1014.3,85.0,230.0,2.0,1.532088886237956,1.2855752193730785,1015.6333333333333
2024-01-28 06:00:00,24.9,1016.1,69.0,250.0,4.0,3.7587704831436337,1.3680805733026749,1015.525
2024-01-28 09:00:00,26.7,1014.8,53.0,260.0,5.0,4.92403876506104,0.8682408883346516,1015.4666666666667
2024-01-28 12:00:00,26.2,1013.8,49.0,230.0,8.0,6.128355544951824,5.142300877492314,1015.4499999999999
2024-01-28 15:00:00,23.0,1014.8,52.0,250.0,5.0,4.698463103929543,1.7101007166283435,1015.4541666666668
2024-01-28 18:00:00,21.9,1016.1,49.0,260.0,3.0,2.954423259036624,0.520944533000791,1015.4625
2024-01-28 21:00:00,16.5,1016.2,68.0,30.0,3.0,-1.5000000000000013,-2.598076211353315,1015.475
2024-01-29 00:00:00,16.1,1016.2,74.0,350.0,3.0,0.5209445330007912,-2.954423259036624,1015.5250000000001
2024-01-29 03:00:00,15.5,1016.7,74.0,330.0,3.0,1.5000000000000004,-2.598076211353316,1015.5833333333334
2024-01-29 06:00:00,22.6,1018.5,55.0,90.0,2.0,-2.0,2.4492935982947064e-16,1015.6333333333332
2024-01-29 09:00:00,25.2,1016.5,34.0,220.0,6.0,3.8567256581192364,4.596266658713868,1015.6624999999999
2024-01-29 12:00:00,24.5,1015.1,47.0,220.0,5.0,3.2139380484326967,3.83022221559489,1015.6999999999999
2024-01-29 15:00:00,22.4,1016.0,54.0,250.0,6.0,5.638155724715451,2.0521208599540124,1015.7333333333335
2024-01-29 18:00:00,21.0,1016.8,56.0,240.0,2.0,1.7320508075688774,0.9999999999999999,1015.7666666666668
2024-01-29 21:00:00,16.1,1017.1,59.0,320.0,2.0,1.2855752193730787,-1.532088886237956,1015.8041666666667
2024-01-30 00:00:00,14.400001,1016.6,63.0,0.0,0.0,-0.0,-0.0,1015.8333333333334
2024-01-30 03:00:00,12.900001,1016.9,74.0,340.0,2.0,0.6840402866513376,-1.8793852415718166,1015.8583333333332
2024-01-30 06:00:00,22.2,1018.9,47.0,30.0,3.0,-1.5000000000000013,-2.598076211353315,1015.9125
2024-01-30 09:00:00,26.300001,1016.5,33.0,200.0,2.0,0.6840402866513376,1.8793852415718166,1015.9541666666668
2024-01-30 12:00:00,24.9,1014.4,63.0,190.0,5.0,0.8682408883346521,4.92403876506104,1015.9541666666668
2024-01-30 15:00:00,23.300001,1015.2,63.0,230.0,3.0,2.298133329356934,1.9283628290596178,1015.9541666666665
2024-01-30 18:00:00,20.2,1016.3,73.0,170.0,2.0,-0.3472963553338606,1.969615506024416,1015.9708333333334
2024-01-30 21:00:00,19.5,1016.6,82.0,340.0,3.0,1.0260604299770064,-2.819077862357725,1016.0333333333333
2024-01-31 00:00:00,18.4,1016.2,86.0,350.0,2.0,0.34729635533386083,-1.969615506024416,1016.1083333333335
2024-01-31 03:00:00,17.6,1016.4,90.0,330.0,2.0,1.0000000000000002,-1.7320508075688772,1016.1958333333332
2024-01-31 06:00:00,23.4,1018.0,65.0,60.0,3.0,-2.598076211353316,-1.5000000000000004,1016.275
2024-01-31 09:00:00,26.800001,1016.1,53.0,240.0,4.0,3.464101615137755,1.9999999999999998,1016.3291666666668
2024-01-31 12:00:00,26.7,1013.8,52.0,220.0,4.0,2.5711504387461575,3.064177772475912,1016.3291666666668
2024-01-31 15:00:00,23.5,1014.3,75.0,250.0,3.0,2.8190778623577253,1.0260604299770062,1016.3083333333333
2024-01-31 18:00:00,20.800001,1015.3,80.0,70.0,2.0,-1.8793852415718169,-0.6840402866513373,1016.275
2024-01-31 21:00:00,18.5,1014.3,85.0,340.0,2.0,0.6840402866513376,-1.8793852415718166,1016.1958333333332
2024-02-01 00:00:00,19.300001,1013.7,53.0,99.0,1.0,-0.9876883405951377,0.15643446504023098,1016.0916666666666
2024-02-01 03:00:00,19.0,1014.8,44.0,320.0,2.0,1.2855752193730787,-1.532088886237956,1016.0125000000002
2024-02-01 06:00:00,22.4,1016.0,44.0,340.0,2.0,0.6840402866513376,-1.8793852415718166,1015.9083333333334
2024-02-01 09:00:00,24.5,1014.4,32.0,110.0,3.0,-2.819077862357725,1.0260604299770066,1015.8208333333333
2024-02-01 12:00:00,20.7,1013.4,69.0,20.0,2.0,-0.6840402866513371,-1.8793852415718169,1015.75
2024-02-01 15:00:00,18.7,1013.1,70.0,340.0,2.0,0.6840402866513376,-1.8793852415718166,1015.6291666666666
2024-02-01 18:00:00,17.0,1013.8,73.0,340.0,3.0,1.0260604299770064,-2.819077862357725,1015.5041666666666
2024-02-01 21:00:00,18.2,1013.0,60.0,350.0,4.0,0.6945927106677217,-3.939231012048832,1015.3333333333334
2024-02-02 00:00:00,19.0,1012.0,61.0,20.0,2.0,-0.6840402866513371,-1.8793852415718169,1015.1416666666665
2024-02-02 03:00:00,18.7,1012.6,82.0,350.0,3.0,0.5209445330007912,-2.954423259036624,1014.9625000000001
2024-02-02 06:00:00,21.800001,1013.6,74.0,60.0,2.0,-1.7320508075688772,-1.0000000000000002,1014.7416666666667
